ID,TARGET
32933,0.12359172330966131
32713,0.952511080258897
90799,0.000245020609971481
30990,0.9844106416474396
110120,0.00011635339046928748
64879,0.6891512815020431
86700,0.00013909583150901087
32599,0.5356861986169269
42504,0.9549722538450446
30559,0.16842837197935906
97930,0.4548424495330425
41814,0.3639385075118718
83325,0.00011067657088442033
104376,0.6556743993497689
57754,0.868547488814328
90016,0.0016383972619094724
19652,0.9883492422435254
62811,0.8567223737909136
47551,0.960661707488626
11370,0.26475012886389543
70550,0.2640701439682106
49494,0.3095269407822256
124132,0.39465752072790655
30807,0.9547194174300306
112804,0.26145451422682936
70340,0.5482969110434921
27515,0.2263757700873317
74851,0.09075709577932452
23773,0.4563974957338481
1905,0.8879671486911731
36533,0.8550380095174067
85121,0.00029979786829785205
49630,0.7583430219672246
120981,0.7242469864083372
52205,0.530135355663059
89516,0.0010738221929118077
46859,0.2726383263482124
95029,0.13513767422034878
33309,0.36906459833235944
36372,0.9884044973625863
46642,0.9778284477208841
77876,0.0014261691694287554
27967,0.1519222819033727
63091,0.9681906406108065
112046,0.5524868638583016
100185,0.62872611155763
75328,0.00062114401625069
119761,0.1916107465346111
18970,0.013227345968518649
93993,0.3829950298367116
16516,0.42579233157839935
111056,0.0001432587507861462
104819,0.3339885210368804
1834,0.3745134979883588
81597,0.0001645936408573161
21208,0.029505997416383357
104115,0.43255955280633285
60668,0.8412746590782021
77085,0.00010540824091378278
31114,0.8071798819179486
44601,0.9815062831997556
39482,0.9420448095307891
35622,0.9909095699994231
105276,0.12846742614478127
111644,0.5389766805318084
19609,0.9382934384956277
46831,0.7451095405785734
67796,0.14218794287616643
97497,0.8651789732619954
43621,0.9891315627362295
21305,0.019159699070155706
31350,0.952203813595208
25638,0.636544096516336
39958,0.3694398935309335
116905,0.11691215554947966
63544,0.977627345722039
71318,0.016710609208845154
119726,0.508744094357502
98813,0.8307890671897638
66351,0.6702097824456377
94473,0.44552289107768334
113650,0.609707085498422
12016,0.12519774191945374
114787,0.3827786867854899
59160,0.9510120955148029
76200,0.00020502111581042543
77519,0.0005498964645097836
53197,0.18305586938568044
12077,0.5974524399513506
112146,0.7215702835582233
87227,0.00026911144575698416
71274,0.20576684403022044
91319,0.0007426992992122995
27975,0.564189166295945
34909,0.9894247294065942
70008,0.910168896882522
8719,0.389061255676544
12879,0.4457108359805047
78498,0.00023395614940387453
117980,0.16990632977760206
86705,0.00010381958840144817
45665,0.90883829892627
101761,0.962981448533816
106773,0.9177971460487392
49470,0.6990080928020571
76997,0.00022237416071758319
122677,0.9854431586967259
51579,0.2870160221238428
75429,0.00047775703902088536
7196,0.06619116530085178
57834,0.9493380685473978
18762,0.956486977425969
60024,0.6534721558829453
91935,0.0009266450224326729
37195,0.9722239127791537
45366,0.9415106484625659
78321,0.00013378257783531374
31308,0.46274076956782473
219,0.10379697547785431
37532,0.9848490048337762
93392,0.6929343759447522
21536,0.9529378556562328
54080,0.3301522465976972
22147,0.9378411999278174
89698,0.0006663831767600915
92849,0.20846239744869574
4855,0.9910067730838583
12988,0.28454554968075485
75952,0.0017290209700908772
92039,0.0014813964755492797
36456,0.964681871100577
98659,0.25810625555214034
108163,0.20007563748600726
56935,0.9733395465358149
60366,0.9600628758017523
33317,0.6267101182085967
63699,0.9535326048023232
92138,0.22378718982064835
58368,0.995828448189953
52166,0.5827951491038957
61821,0.8541959885608039
54413,0.39779817348364804
107351,0.9626077183126234
109938,0.0013929055768451362
62470,0.9684844744774699
24453,0.03332019793444187
116107,0.6320764248208642
27751,0.7601966298685398
53375,0.9515493931905958
57102,0.5096847055203036
44187,0.47195408909202397
54241,0.5365272109134784
51642,0.8385320407257988
70917,0.9543635512751006
84722,0.0001044492604225897
25283,0.8134364427308146
89106,0.00023382425111980376
116544,0.8592160051321834
64814,0.7937748844414203
70345,0.4407956385149632
65943,0.5691348745436969
88437,0.00014889063591294442
34393,0.8117118782133423
71405,0.2468902957504643
22288,0.9074961393258862
71863,0.2910240405218938
102765,0.49414049889018696
45463,0.8510295954177756
28616,0.8944274788324622
16888,0.7771925574917226
3345,0.19744745962968466
10439,0.08398272861501711
7506,0.39396531927586914
117131,0.450977248748999
50448,0.7903846932443779
47119,0.5171734976677862
40832,0.9642548291615778
58634,0.9837750114765443
4825,0.8740738504240531
107712,0.45388870562380523
106090,0.24447996639375155
95974,0.13176102756695332
18969,0.007635295640543761
24427,0.012803390071245126
83219,0.00033757106166185086
31307,0.30647184326349564
27371,0.15462330301144375
20212,0.4541773441605878
22287,0.9583918938323918
55792,0.946316994345222
124159,0.9501012929450581
49055,0.9626860865893412
34595,0.9524057089135725
38653,0.982988145672143
11365,0.33954610130906343
62740,0.869955457270015
51615,0.49394392961761424
96456,0.2009480383197517
17369,0.07060816682449379
28545,0.7476268262129724
123930,0.9605221678630567
12249,0.8132510765910476
46122,0.9849743582771339
82569,0.00021877577141340046
25517,0.9775637668719583
49118,0.6273744366516278
12387,0.7355326758693658
1451,0.7744715377988107
46907,0.9928980064608967
62122,0.9528795936582387
62793,0.9291521064750977
80038,0.00034296351082333513
112769,0.27645368649180146
13833,0.2885478817128056
117387,0.4029172174947123
98295,0.8433884831094525
117040,0.44891337067405834
69156,0.5699891042656844
108383,0.1549479861436623
80162,0.0006050944834476804
90487,0.00027929713096691707
57007,0.9282958193529767
122164,0.9374170525818776
98934,0.43035124919948736
22013,0.5959163059492973
121276,0.8070898892363909
121619,0.6889298577367561
66475,0.8535394871984021
7160,0.8651008725627954
101439,0.5944536706912189
114406,0.3388743230160428
25628,0.24766267626049526
81898,0.002152370148021957
93667,0.7974340998678477
87454,0.00025108762357564787
85894,0.0002870580375798446
35880,0.9821468572017941
33368,0.854756621074501
56837,0.5498828550440858
9759,0.1005875208288905
8980,0.6761071530733868
86473,0.000280083051315383
118492,0.6582906170730326
29785,0.39620605147166493
4954,0.7674362258525417
94226,0.9746891843387646
25787,0.013437172596701364
100373,0.16203692921570614
116172,0.9820494377772037
89868,0.00025384447422291314
89622,0.0003485246462219734
91351,0.00011617201331753396
77755,0.0021988643774692885
46760,0.6035738874067744
7767,0.5087537562131994
120572,0.7015645143440904
29163,0.6169771649721933
62600,0.7897140952673369
93316,0.1883744486261699
121961,0.9290000948944204
96668,0.9264108190149861
81910,0.00023092260474442795
68634,0.46887749116473987
31080,0.9740492810732552
109041,0.0002633492356962926
99814,0.32208430577069624
112044,0.5814111168521534
81866,0.0002932369135583392
55253,0.4030842589110511
5213,0.9906494798490411
95650,0.1678615020671128
3744,0.2707734973660513
19020,0.7662575976940247
64387,0.9107924408957836
3803,0.16211206694070435
72598,0.21914540453896383
106969,0.3500928611713116
7535,0.3572244158955547
59700,0.9074660413287718
9414,0.7467886655703836
107049,0.9624774202338121
117550,0.5472653458231801
30168,0.35485977064602525
119586,0.49812837715404784
87756,0.0030157239570999246
99601,0.5550645908671636
86645,0.0003777271233620947
115488,0.825373424562235
101469,0.3984447565827516
361,0.13766154134018202
49542,0.9185916559661826
79688,0.00019187653466928213
95116,0.1277591605984876
86092,0.0005723292575047111
70365,0.9749371667231357
85203,0.0001391094831511781
27182,0.4418574404227339
52390,0.8827002836329807
40108,0.9259284324434767
78524,0.0274013368080037
101801,0.2747887146767035
120810,0.9382383066707461
29048,0.8526056264429857
107985,0.3192161306919225
18056,0.8113944974420091
6486,0.8552213833850633
92567,0.8182342783939622
71959,0.18632830132777414
56836,0.5221835156675456
115995,0.7079526231173294
27472,0.25640578021162563
97544,0.5853084394897623
63071,0.49837561155151366
118130,0.142156895399654
28409,0.33373498637766646
100355,0.18503111131468758
23544,0.7119993680271104
41256,0.9588494715775715
119245,0.18874296709586033
5537,0.14200588994837868
73118,0.25457311268235067
56043,0.9138383895133749
118876,0.8535431017358546
87033,0.00014129245477357356
8049,0.6966829708775505
100268,0.1506548598782963
110317,0.0003749953753511438
109547,0.00014160713999317854
14730,0.7931074053570367
94952,0.14258689990184215
107556,0.9865641217074294
40891,0.8744959609884948
112923,0.5707778043237396
68243,0.8881247781226362
64292,0.31663839099332797
90716,0.00022593057560276874
55756,0.9353833125805873
69880,0.5093765818177294
122207,0.8399187260599759
13677,0.11212536197287726
11216,0.8420502793369136
125008,0.528330866143709
46094,0.9047088540598314
82982,0.00020268042731835676
96309,0.7388467133805369
50725,0.7216377565629678
70310,0.08758489963036582
111706,0.1785805225524616
50762,0.9798375343564788
45479,0.37069911736272104
41741,0.22461607173003068
112337,0.6160325674200959
51054,0.33577002177786314
54007,0.1985136433370423
53753,0.682853216780556
35644,0.9615187303122371
21693,0.9192584990219854
1142,0.9617735082515504
53739,0.20996018799113944
61790,0.4374513119873711
121504,0.9700715828900172
53204,0.5371871333172484
79840,0.00044508771255055056
60801,0.9436531625126379
56861,0.5498828550440858
35442,0.9838641389673152
36072,0.9619812839592969
103482,0.5561929987942308
7974,0.6396037306357075
53790,0.47990631910212034
77715,0.00014155449983135096
115484,0.5642185463093211
17041,0.6415918582633148
63378,0.9646017173869111
97278,0.24383326246490647
28267,0.7310549898035651
40230,0.98753337598074
109173,0.0005655059573052268
30535,0.9396059747301002
20064,0.010766505325085269
60385,0.9575694464222478
62868,0.3737299158289169
90501,0.00032137723400603804
5504,0.5708244720824057
112133,0.5921640966262363
29687,0.3106725207900683
42269,0.39049341456958986
29780,0.41489402757601634
43616,0.9873304198791653
124180,0.9958199822895812
120552,0.6674693245571682
70654,0.15927329391592118
49378,0.736462101633314
120663,0.8717549069527811
58320,0.9752560842737041
48923,0.9890870358406832
50730,0.3425650105234812
20011,0.9436766414064205
103250,0.48514486176683963
106599,0.4930315600562591
85603,0.0008920993880352854
13879,0.15934081389062899
49518,0.8649759758685214
89656,0.0007181569802309656
83574,0.0003861182010276721
105497,0.6454872992125528
6987,0.19979139293593187
84233,0.0003365380134229086
37940,0.9885713124673303
116121,0.7026860548206351
17611,0.9001398840830866
63593,0.9164827574495567
89672,0.0003091504083962804
52326,0.8409929818835349
65186,0.4895729413575266
33111,0.3674321147764544
98338,0.25014982135345226
55349,0.9410125204694103
35493,0.9867009904426527
19361,0.2566960436876764
47730,0.1578716805022377
68589,0.28854754039285585
46582,0.9893039306682738
14105,0.971312613126657
2674,0.25228954445283963
25523,0.96659214019748
69380,0.1461038239573019
73812,0.3911741961095155
1257,0.9242609146626335
94076,0.9790170002174957
111332,0.2178829052624116
33737,0.2760595843681591
69521,0.3597866813956102
